Times,Y1_WhiteNoise,Y2_RandomEffects,Y3_STA_Effects,Y4_Stabilizing,Y5_Markov,Y6_Stabilizing+STA,Y7_Stabilizing+SDO,Y8_ARIMA
15.103,0.192022675957393,0.192022675957393,0.192022675957393,0.18997385958328,44,0.18997385958328,0.666617937782137,1.14542916777652
15.104,0.200359996903519,0.200359996903519,0.200359996903519,0.16031640861275,43,0.16031640861275,0.636960486811607,1.52148926274067
15.105,0.196717371381299,0.196717371381299,0.196717371381299,0.12461050136798,42,0.12461050136798,0.601254579566837,1.74747183174336
15.106,0.182487181734464,0.182487181734464,0.182487181734464,0.0854582114475489,43,0.0854582114475489,0.562102289646406,1.76742784947474
15.107,0.160467591959754,0.160467591959754,0.160467591959754,0.0463469793833289,42,0.0463469793833289,0.522991057582186,1.60928368518835
15.108,0.133950411628743,0.133950411628743,0.133950411628743,0.0105604031756526,42,0.0105604031756526,0.48720448137451,1.86947877580885
15.109,0.106609614688712,0.106609614688712,0.106609614688712,-0.0188924743995086,42,-0.0188924743995086,0.457751603799349,2.50330434990884
15.11,0.0820344790708487,0.0820344790708487,0.0820344790708487,-0.0396891151374707,42,-0.0396891151374707,0.436954963061387,3.16092606899985
15.111,0.0639469986357012,0.0639469986357012,0.0639469986357012,-0.049838772545124,42,-0.049838772545124,0.426805305653733,3.08735545067853
15.112,0.0548471822084472,0.0548471822084472,0.0548471822084472,-0.0489708344633532,41,-0.0489708344633532,0.427673243735504,2.8259858698073
15.113,0.0569272549104114,0.0569272549104114,0.0569272549104114,-0.0370965948687183,42,-0.0370965948687183,0.439547483330139,2.56290014201236
15.114,0.0709817837536181,0.0709817837536181,0.0709817837536181,-0.015622747051768,43,-0.015622747051768,0.461021331147089,2.24872662324542
15.115,0.0968170705421478,0.0968170705421478,0.0968170705421478,0.0133370891471153,43,0.0133370891471153,0.489981167345973,1.90522349725294
15.116,0.13216850243242,0.13216850243242,0.13216850243242,0.0460211032079646,44,0.0460211032079646,0.522665181406822,1.36552652769153
15.117,0.174722836057215,0.174722836057215,0.174722836057215,0.079371216191167,45,0.079371216191167,0.556015294390024,0.929098583364281
15.118,0.220155451719421,0.220155451719421,0.220155451719421,0.108929588615139,45,0.108929588615139,0.585573666813996,0.635740830737475
15.119,0.265215477116778,0.265215477116778,0.265215477116778,0.132203696289468,44,0.132203696289468,0.608847774488326,0.282611959709115
15.12,0.305049658955079,0.305049658955079,0.305049658955079,0.145597138869876,44,0.145597138869876,0.622241217068733,-0.129891294589312
15.121,0.33506923640991,0.33506923640991,0.33506923640991,0.146497288550732,43,0.146497288550732,0.623141366749589,-0.0378515727579707
15.122,0.352374674103656,0.352374674103656,0.352374674103656,0.134503268534331,44,0.134503268534331,0.611147346733188,-0.00444530985536318
15.123,0.35397108268119,0.35397108268119,0.35397108268119,0.109199023404999,44,0.109199023404999,0.585843101603856,-0.216754667557744
15.124,0.338054880002799,0.338054880002799,0.338054880002799,0.0714430160456087,44,0.0714430160456087,0.548087094244466,-0.0395458092067287
15.125,0.305144343231744,0.305144343231744,0.305144343231744,0.0242438760654312,44,0.0242438760654312,0.500887954264289,0.0497168743608771
15.126,0.255818928885904,0.255818928885904,0.255818928885904,-0.0299303134934951,44,-0.0299303134934951,0.446713764705362,-0.112258215232794
15.127,0.192643164732248,0.192643164732248,0.192643164732248,-0.0871200149484515,43,-0.0871200149484515,0.389524063250406,0.372736601149468
15.128,0.118149297374901,0.118149297374901,0.118149297374901,-0.144189879316109,43,-0.144189879316109,0.332454198882749,0.567268189932767
15.129,0.0370662133460306,0.0370662133460306,0.0370662133460306,-0.196434987481757,42,-0.196434987481757,0.2802090907171,0.459807830130718
15.13,-0.0464976390066038,-0.0464976390066038,-0.0464976390066038,-0.24071184233804,41,-0.24071184233804,0.235932235860817,0.264382212017718
15.131,-0.127486234792731,-0.127486234792731,-0.127486234792731,-0.273558069656559,42,-0.273558069656559,0.203086008542298,-0.24587281271346
15.132,-0.201391130574472,-0.201391130574472,-0.201391130574472,-0.292751351506988,42,-0.292751351506988,0.183892726691869,-0.459986586248048
15.133,-0.265134362042461,-0.265134362042461,-0.265134362042461,-0.297944312673579,42,-0.297944312673579,0.178699765525278,-0.39091366414962
15.134,-0.315198723149865,-0.315198723149865,-0.315198723149865,-0.288419811246267,42,-0.288419811246267,0.18822426695259,0.116371994454665
15.135,-0.349904109351886,-0.349904109351886,-0.349904109351886,-0.265441235199035,39,-0.265441235199035,0.211202842999822,0.578027453430485
15.136,-0.368230373857901,-0.368230373857901,-0.368230373857901,-0.230679252665244,39,-0.230679252665244,0.245964825533614,0.647871200016869
15.137,-0.370339738560185,-0.370339738560185,-0.370339738560185,-0.186652766834479,39,-0.186652766834479,0.289991311364379,0.182002788762167
15.138,-0.356940462985354,-0.356940462985354,-0.356940462985354,-0.135922937892752,39,-0.135922937892752,0.340721140306106,-0.209797368351909
15.139,-0.330329521785883,-0.330329521785883,-0.330329521785883,-0.0821274091147302,40,-0.0821274091147302,0.394516669084127,-0.182803364140259
15.14,-0.292265360348961,-0.292265360348961,-0.292265360348961,-0.0276377658548628,40,-0.0276377658548628,0.449006312343995,0.208765413485088
15.141,-0.246129689574133,-0.246129689574133,-0.246129689574133,0.0240254580909382,41,0.0240254580909382,0.500669536289796,0.187640697958601
15.142,-0.194972336627958,-0.194972336627958,-0.194972336627958,0.0703777194189258,40,0.0703777194189258,0.547021797617783,0.00958925128212407
15.143,-0.142215087308759,-0.142215087308759,-0.142215087308759,0.10905942485434,40,0.10905942485434,0.585703503053197,0.252686104220473
15.144,-0.0905584076961191,-0.0905584076961191,-0.0905584076961191,0.138904219496111,39,0.138904219496111,0.615548297694969,0.599434144402332
15.145,-0.0430659283042279,-0.0430659283042279,-0.0430659283042279,0.15861585498878,39,0.15861585498878,0.635259933187638,0.583965188549257
15.146,-0.0016844775214222,-0.0016844775214222,-0.0016844775214222,0.16827413477383,39,0.16827413477383,0.644918212972687,0.0716280908026672
15.147,0.0318469783661441,0.0318469783661441,0.0318469783661441,0.16815076370663,39,0.16815076370663,0.644794841905488,-0.0766108920023285
15.148,0.056588097009827,0.056588097009827,0.056588097009827,0.159261729608987,38,0.159261729608987,0.635905807807844,0.0112723478028443
15.149,0.0717198939159097,0.0717198939159097,0.0717198939159097,0.142541180593272,36,0.142541180593272,0.61918525879213,-0.184928497539767
15.15,0.0764971256129566,0.0764971256129566,0.0764971256129566,0.118810176171665,37,0.118810176171665,0.595454254370522,-0.446536135606422
15.151,0.0716234714446164,0.0716234714446164,0.0716234714446164,0.0901744867689916,37,0.0901744867689916,0.566818564967849,-0.72822463524305
15.152,0.0583111740111446,0.0583111740111446,0.0583111740111446,0.0588272919817215,36,0.0588272919817215,0.535471370180579,-0.707884353108094
15.153,0.0372579302260196,0.0372579302260196,0.0372579302260196,0.0260085898002522,34,0.0260085898002522,0.50265266799911,-0.545651989976413
15.154,0.00969528685824757,0.00969528685824757,0.00969528685824757,-0.00675577152757027,34,-0.00675577152757027,0.469888306671287,-0.453187592623452
15.155,-0.022749927803698,-0.022749927803698,-0.022749927803698,-0.0378498318840018,34,-0.0378498318840018,0.438794246314856,-0.709562894286311
15.156,-0.0576887972596014,-0.0576887972596014,-0.0576887972596014,-0.0652187349631049,35,-0.0652187349631049,0.411425343235753,-1.10807523011064
15.157,-0.0939545295084721,-0.0939545295084721,-0.0939545295084721,-0.0884407202193546,35,-0.0884407202193546,0.388203357979503,-0.94066453429255
15.158,-0.128945563813547,-0.128945563813547,-0.128945563813547,-0.105743610480559,35,-0.105743610480559,0.370900467718299,-0.362961871213495
15.159,-0.161927799468474,-0.161927799468474,-0.161927799468474,-0.117577124039374,34,-0.117577124039374,0.359066954159483,-0.415523335706364
15.16,-0.190433588258436,-0.190433588258436,-0.190433588258436,-0.122567488021461,33,-0.122567488021461,0.354076590177397,-0.432525299103474
15.161,-0.213499614605819,-0.213499614605819,-0.213499614605819,-0.121120016764551,34,-0.121120016764551,0.355524061434306,-0.870738368526304
15.162,-0.23085019607997,-0.23085019607997,-0.23085019607997,-0.114246594885792,32,-0.114246594885792,0.362397483313065,-1.70381044798579
15.163,-0.241468645874271,-0.241468645874271,-0.241468645874271,-0.102015725702935,32,-0.102015725702935,0.374628352495923,-2.18974884753903
15.164,-0.245142618011826,-0.245142618011826,-0.245142618011826,-0.085286552699903,32,-0.085286552699903,0.391357525498954,-1.94695499822861
15.165,-0.242204037129211,-0.242204037129211,-0.242204037129211,-0.0652906612773078,32,-0.0652906612773078,0.41135341692155,-1.47715525682694
15.166,-0.233967295908748,-0.233967295908748,-0.233967295908748,-0.0439957878013827,32,-0.0439957878013827,0.432648290397475,-1.03223392044488
15.167,-0.220753791142229,-0.220753791142229,-0.220753791142229,-0.0219831254745878,32,-0.0219831254745878,0.45466095272427,-0.699644298817386
15.168,-0.203833248444901,-0.203833248444901,-0.203833248444901,-0.000665957682341557,31,-0.000665957682341557,0.475978120516516,-0.56077507278243
15.169,-0.184309273919155,-0.184309273919155,-0.184309273919155,0.0189912083798726,31,0.0189912083798726,0.49563528657873,-1.32333973449026
15.17,-0.163773195910606,-0.163773195910606,-0.163773195910606,0.0357290447124471,30,0.0357290447124471,0.512373122911304,-1.56895010305628
15.171,-0.142469675145906,-0.142469675145906,-0.142469675145906,0.0498867565346571,31,0.0498867565346571,0.526530834733514,-1.29976494809316
15.172,-0.122000668756985,-0.122000668756985,-0.122000668756985,0.0603784116166471,30,0.0603784116166471,0.537022489815504,-1.21626630019919
15.173,-0.102084668640266,-0.102084668640266,-0.102084668640266,0.0682187294100366,30,0.0682187294100366,0.544862807608894,-1.79005705542637
15.174,-0.0839729207897388,-0.0839729207897388,-0.0839729207897388,0.0726867313785565,31,0.0726867313785565,0.549330809577414,-2.41558393236872
15.175,-0.0664256053780318,-0.0664256053780318,-0.0664256053780318,0.0756967005145523,31,0.0756967005145523,0.55234077871341,-2.42374224095505
15.176,-0.0502928574104871,-0.0502928574104871,-0.0502928574104871,0.0766901083791865,32,0.0766901083791865,0.553334186578044,-2.755787427777
15.177,-0.0350820047979796,-0.0350820047979796,-0.0350820047979796,0.0765629393158567,30,0.0765629393158567,0.553207017514714,-3.23925523000291
15.178,-0.0203729281943008,-0.0203729281943008,-0.0203729281943008,0.0759594280563641,30,0.0759594280563641,0.552603506255221,-3.38074677173444
15.179,-0.00639030652871129,-0.00639030652871129,-0.00639030652871129,0.0747501641106808,29,0.0747501641106808,0.551394242309538,-3.63062245988788
15.18,0.00728422581459497,0.00728422581459497,0.00728422581459497,0.0734746636318509,28,0.0734746636318509,0.550118741830708,-3.95071268315158
15.181,0.0209297240751458,0.0209297240751458,0.0209297240751458,0.0724252291660316,28,0.0724252291660316,0.549069307364889,-3.82464764445632
15.182,0.0337482824824964,0.0337482824824964,0.0337482824824964,0.0707587417401759,27,0.0707587417401759,0.547402819939033,-4.03968280418828
15.183,0.0455443499404396,0.0455443499404396,0.0455443499404396,0.0684030608500839,28,0.0684030608500839,0.545047139048941,-4.21700436655068
15.184,0.0558782823021502,0.0558782823021502,0.0558782823021502,0.0650563810417777,28,0.0650563810417777,0.541700459240635,-3.18451172218841
15.185,0.0640334618617654,0.0640334618617654,0.0640334618617654,0.0602002843930374,29,0.0602002843930374,0.536844362591895,-2.95081886902655
15.186,0.0699720059408494,0.0699720059408494,0.0699720059408494,0.0540987715935138,29,0.0540987715935138,0.530742849792371,-2.82175610105154
15.187,0.072886709002442,0.072886709002442,0.072886709002442,0.0461937203364037,29,0.0461937203364037,0.522837798535261,-2.45592732103388
15.188,0.0728475340793269,0.0728475340793269,0.0728475340793269,0.0369158013460078,29,0.0369158013460078,0.513559879544865,-2.19728319393286
15.189,0.0698266575537639,0.0698266575537639,0.0698266575537639,0.0265117645512433,30,0.0265117645512433,0.503155842750101,-1.59603530271229
15.19,0.0641700674058792,0.0641700674058792,0.0641700674058792,0.01555282149311,31,0.01555282149311,0.492196899691967,-1.0763278785833
15.191,0.0568579675938751,0.0568579675938751,0.0568579675938751,0.00513015738248386,30,0.00513015738248386,0.481774235581341,-0.99163072587333
15.192,0.0485468961977272,0.0485468961977272,0.0485468961977272,-0.00420694549016085,31,-0.00420694549016085,0.472437132708696,-1.07438567247564
15.193,0.0398878594422512,0.0398878594422512,0.0398878594422512,-0.0120245931476047,32,-0.0120245931476047,0.464619485051253,-0.452101612261545
15.194,0.0314289817245378,0.0314289817245378,0.0314289817245378,-0.0180785522357971,34,-0.0180785522357971,0.45856552596306,-0.29790088812868
15.195,0.0241529553176023,0.0241529553176023,0.0241529553176023,-0.0217388681955732,34,-0.0217388681955732,0.454905210003284,-0.239340553034976
15.196,0.018643909034594,0.018643909034594,0.018643909034594,-0.0229001408394668,32,-0.0229001408394668,0.45374393735939,0.0262909819079535
15.197,0.0144459421478614,0.0144459421478614,0.0144459421478614,-0.0225180795583061,35,-0.0225180795583061,0.454125998640551,0.330195893797077
15.198,0.0124512539593334,0.0124512539593334,0.0124512539593334,-0.0200091518351729,34,-0.0200091518351729,0.456634926363684,0.773862663323857
15.199,0.0125452857322049,0.0125452857322049,0.0125452857322049,-0.0159132896952668,34,-0.0159132896952668,0.460730788503591,0.79412823363433
15.2,0.0138788519040527,0.0138788519040527,0.0138788519040527,-0.0113970655843656,36,-0.0113970655843656,0.465247012614492,0.195168960152143
15.201,0.0160495181850642,0.0160495181850642,0.0160495181850642,-0.00694698618648102,36,-0.00694698618648102,0.469697092012376,-0.231500929551055
15.202,0.0186576025826625,0.0186576025826625,0.0186576025826625,-0.00294950455158649,35,-0.00294950455158649,0.473694573647271,-0.154737830592197
15.203,0.0211840646413176,0.0211840646413176,0.0211840646413176,0.000166858417385904,37,0.000166858417385904,0.476810936616243,-0.271569370963975
15.204,0.0238995507596421,0.0238995507596421,0.0238995507596421,0.00284897285223322,37,0.00284897285223322,0.479493051051091,0.266132246797925
15.205,0.0266091559847453,0.0266091559847453,0.0266091559847453,0.00498878350688975,39,0.00498878350688975,0.481632861705747,0.723679755705422
15.206,0.0299239459323539,0.0299239459323539,0.0299239459323539,0.00730581675312039,38,0.00730581675312039,0.483949894951978,0.936526651941282
15.207,0.0337435323647547,0.0337435323647547,0.0337435323647547,0.00966423983489716,39,0.00966423983489716,0.486308318033754,0.606912025431299
15.208,0.0389327964823332,0.0389327964823332,0.0389327964823332,0.0129206559854962,36,0.0129206559854962,0.489564734184354,0.47685643351579
15.209,0.0456379046851267,0.0456379046851267,0.0456379046851267,0.0170416329911905,38,0.0170416329911905,0.493685711190048,0.97253023632247
15.21,0.0549785801563466,0.0549785801563466,0.0549785801563466,0.0229739818641722,38,0.0229739818641722,0.49961806006303,1.31949143709958
15.211,0.0672594320968179,0.0672594320968179,0.0672594320968179,0.0306600374318091,39,0.0306600374318091,0.507304115630666,1.71032143761277
15.212,0.0829017434061211,0.0829017434061211,0.0829017434061211,0.0401703412547505,38,0.0401703412547505,0.516814419453608,1.52146612147636
15.213,0.100973472416583,0.100973472416583,0.100973472416583,0.0502080020142619,38,0.0502080020142619,0.526852080213119,1.49781758282159
15.214,0.121592244130625,0.121592244130625,0.121592244130625,0.0607851733254522,38,0.0607851733254522,0.53742925152431,1.07428834998573
15.215,0.144250799573884,0.144250799573884,0.144250799573884,0.0712866941036204,38,0.0712866941036204,0.547930772302478,1.33589086241086
15.216,0.167918303774765,0.167918303774765,0.167918303774765,0.0806968594837778,37,0.0806968594837778,0.557340937682635,2.00359347384795
15.217,0.191827043949732,0.191827043949732,0.191827043949732,0.0884662277619885,38,0.0884662277619885,0.565110305960846,2.35901289353899
15.218,0.215125035282909,0.215125035282909,0.215125035282909,0.0940709735427683,37,0.0940709735427683,0.570715051741626,2.21355098214546
15.219,0.236637861382946,0.236637861382946,0.236637861382946,0.0967696049342518,37,0.0967696049342518,0.573413683133109,1.89085909534295
15.22,0.255564848867234,0.255564848867234,0.255564848867234,0.0963426714316889,38,0.0963426714316889,0.572986749630546,1.89734293213082
15.221,0.271480854887568,0.271480854887568,0.271480854887568,0.0929901431656858,39,0.0929901431656858,0.569634221364543,2.41160326625105
15.222,0.284349155208568,0.284349155208568,0.284349155208568,0.0872604148535481,38,0.0872604148535481,0.563904493052406,2.85820456008148
15.223,0.294685341276733,0.294685341276733,0.294685341276733,0.0801445179510031,37,0.0801445179510031,0.556788596149861,2.38103870691435
15.224,0.302539738012763,0.302539738012763,0.302539738012763,0.0719700110968333,36,0.0719700110968333,0.548614089295691,2.4785306169928
15.225,0.308204003893378,0.308204003893378,0.308204003893378,0.0632402747580812,35,0.0632402747580812,0.539884352956939,2.44748267830772
15.226,0.312478516889154,0.312478516889154,0.312478516889154,0.0548667328022409,34,0.0548667328022409,0.531510811001098,1.66823829789257
15.227,0.315822108669587,0.315822108669587,0.315822108669587,0.0472369780222257,35,0.0472369780222257,0.523881056221083,1.80758711655618
15.228,0.318239715698492,0.318239715698492,0.318239715698492,0.0402071894466858,35,0.0402071894466858,0.516851267645543,1.69863511365725
15.229,0.320672116833828,0.320672116833828,0.320672116833828,0.0345981526926842,34,0.0345981526926842,0.511242230891542,1.57240375491803
15.23,0.322344161173356,0.322344161173356,0.322344161173356,0.029350566493676,33,0.029350566493676,0.505994644692533,1.58959494956932
15.231,0.323253214024147,0.323253214024147,0.323253214024147,0.0243895060457313,34,0.0243895060457313,0.501033584244589,1.85283576944337
15.232,0.322152418009029,0.322152418009029,0.322152418009029,0.0184108088214672,33,0.0184108088214672,0.495054887020325,1.69071870863305
15.233,0.318674947192889,0.318674947192889,0.318674947192889,0.011251176241034,33,0.011251176241034,0.487895254439891,1.80648326212197
15.234,0.312623866832238,0.312623866832238,0.312623866832238,0.00294986063217585,30,0.00294986063217585,0.479593938831033,1.49465346585726
15.235,0.302592750888187,0.302592750888187,0.302592750888187,-0.0076712274383098,31,-0.0076712274383098,0.468972850760548,0.868894454029688
15.236,0.288133728627595,0.288133728627595,0.288133728627595,-0.0205960042112403,32,-0.0205960042112403,0.456048073987617,0.985170581319705
15.237,0.268754330002632,0.268754330002632,0.268754330002632,-0.0358562019939547,32,-0.0358562019939547,0.440787876204903,1.4336399982303
15.238,0.244065636700409,0.244065636700409,0.244065636700409,-0.0533736548973872,33,-0.0533736548973872,0.42327042330147,1.24528843141109
15.239,0.214880123307565,0.214880123307565,0.214880123307565,-0.0718844373107536,33,-0.0718844373107536,0.404759640888104,0.964711541411013
15.24,0.181739489945211,0.181739489945211,0.181739489945211,-0.0906481832109572,33,-0.0906481832109572,0.3859958949879,0.935083461792482
15.241,0.145298231731633,0.145298231731633,0.145298231731633,-0.108959804782344,33,-0.108959804782344,0.367684273416513,1.16126163371968
15.242,0.107199185762806,0.107199185762806,0.107199185762806,-0.125266889794702,32,-0.125266889794702,0.351377188404156,1.69199326874151
15.243,0.0677666297007116,0.0677666297007116,0.0677666297007116,-0.139646067897856,32,-0.139646067897856,0.336998010301001,1.79535218181132
15.244,0.0289053112731311,0.0289053112731311,0.0289053112731311,-0.150578172745865,31,-0.150578172745865,0.326065905452992,1.70801475004951
15.245,-0.00801155309400185,-0.00801155309400185,-0.00801155309400185,-0.157379402563825,30,-0.157379402563825,0.319264675635032,1.54045851299824
15.246,-0.041564127957453,-0.041564127957453,-0.041564127957453,-0.159456096914511,30,-0.159456096914511,0.317187981284346,1.25412317951364
15.247,-0.070421319834366,-0.070421319834366,-0.070421319834366,-0.156422069408522,31,-0.156422069408522,0.320222008790335,0.528441833604518
15.248,-0.0945499447934045,-0.0945499447934045,-0.0945499447934045,-0.149266280485856,30,-0.149266280485856,0.327377797713001,0.376932364268651
15.249,-0.112279905673652,-0.112279905673652,-0.112279905673652,-0.137142985268932,30,-0.137142985268932,0.339501092929925,0.653741312161095
15.25,-0.122459341810187,-0.122459341810187,-0.122459341810187,-0.119893824351681,30,-0.119893824351681,0.356750253847176,0.956246280046349
15.251,-0.124961921721606,-0.124961921721606,-0.124961921721606,-0.0984176393927634,31,-0.0984176393927634,0.378226438806094,0.78362713212349
15.252,-0.119037144695959,-0.119037144695959,-0.119037144695959,-0.0728093344885638,31,-0.0728093344885638,0.403834743710294,-0.174141898629513
15.253,-0.104233604101501,-0.104233604101501,-0.104233604101501,-0.043443926996393,31,-0.043443926996393,0.433200151202464,-0.634208887394255
15.254,-0.0810278014728228,-0.0810278014728228,-0.0810278014728228,-0.0115493389684365,30,-0.0115493389684365,0.465094739230421,-0.771343912504582
15.255,-0.050084428644637,-0.050084428644637,-0.050084428644637,0.0217039016534366,30,0.0217039016534366,0.498347979852294,-0.764363825310514
15.256,-0.011498137377802,-0.011498137377802,-0.011498137377802,0.0559494125895843,31,0.0559494125895843,0.532593490788442,-1.13280149856276
15.257,0.0338977776206293,0.0338977776206293,0.0338977776206293,0.0901554450700987,32,0.0901554450700987,0.566799523268956,-1.34196868901229
15.258,0.0848885067841997,0.0848885067841997,0.0848885067841997,0.123115085219649,33,0.123115085219649,0.599759163418507,-2.26323618514568
15.259,0.139177310497062,0.139177310497062,0.139177310497062,0.152780871888582,33,0.152780871888582,0.629424950087439,-2.71104673202857
15.26,0.194901389002441,0.194901389002441,0.194901389002441,0.177948776016244,32,0.177948776016244,0.654592854215102,-2.82731652482043
15.261,0.249931108335508,0.249931108335508,0.249931108335508,0.197388740146063,32,0.197388740146063,0.67403281834492,-2.58087889265597
15.262,0.302004177829435,0.302004177829435,0.302004177829435,0.209984061610777,33,0.209984061610777,0.686628139809635,-1.95502102931383
15.263,0.34875360301647,0.34875360301647,0.34875360301647,0.214736674475656,33,0.214736674475656,0.691380752674513,-2.02637622453276
15.264,0.388742367412232,0.388742367412232,0.388742367412232,0.211778103976288,32,0.211778103976288,0.688422182175145,-1.96636692619228
15.265,0.420173049591326,0.420173049591326,0.420173049591326,0.200853165360123,31,0.200853165360123,0.677497243558981,-2.00685305472116
15.266,0.442935138403273,0.442935138403273,0.442935138403273,0.183444621100046,31,0.183444621100046,0.660088699298903,-1.25953317687576
15.267,0.456051061010239,0.456051061010239,0.456051061010239,0.159871619487003,29,0.159871619487003,0.636515697685861,-1.00122005713891
15.268,0.460720209877615,0.460720209877615,0.460720209877615,0.132566444456978,30,0.132566444456978,0.609210522655835,-0.923316000681517
15.269,0.458374472869406,0.458374472869406,0.458374472869406,0.103707418557373,30,0.103707418557373,0.580351496756231,-1.06722382689107
15.27,0.451312822939091,0.451312822939091,0.451312822939091,0.0759042849155842,30,0.0759042849155842,0.552548363114442,-0.626130398980118
15.271,0.441450079834927,0.441450079834927,0.441450079834927,0.0508606848283029,30,0.0508606848283029,0.52750476302716,0.254723907731838
15.272,0.43119230395659,0.43119230395659,0.43119230395659,0.0304307719843056,30,0.0304307719843056,0.507074850183163,0.650405360423902
15.273,0.423494958767427,0.423494958767427,0.423494958767427,0.0166472723982811,31,0.0166472723982811,0.493291350597138,0.652491569002613
15.274,0.419531111844912,0.419531111844912,0.419531111844912,0.00935397099611046,33,0.00935397099611046,0.485998049194968,0.862038121034978
15.275,0.42088322939917,0.42088322939917,0.42088322939917,0.00883529435114632,34,0.00883529435114632,0.485479372550004,1.45363885655649
15.276,0.428542414158378,0.428542414158378,0.428542414158378,0.0147274202401244,36,0.0147274202401244,0.491371498438982,1.82501130152312
15.277,0.441454915371373,0.441454915371373,0.441454915371373,0.0246944374050949,33,0.0246944374050949,0.501338515603952,1.50286449037157
15.278,0.458135302329421,0.458135302329421,0.458135302329421,0.036435936882124,32,0.036435936882124,0.513080015080981,1.64771713183919
15.279,0.476390099685844,0.476390099685844,0.476390099685844,0.0474035468621224,32,0.0474035468621224,0.52404762506098,1.88721640229979
15.28,0.493210335691528,0.493210335691528,0.493210335691528,0.054743073495382,32,0.054743073495382,0.531387151694239,1.74164126039002
15.281,0.505391467777147,0.505391467777147,0.505391467777147,0.0559755908819241,33,0.0559755908819241,0.532619669080781,1.59893878168504
15.282,0.509696897194173,0.509696897194173,0.509696897194173,0.0490859021225657,34,0.0490859021225657,0.525729980321423,1.77525241987037
15.283,0.503081822148539,0.503081822148539,0.503081822148539,0.0326536466524185,34,0.0326536466524185,0.509297724851276,2.43103198431618
15.284,0.483656996939916,0.483656996939916,0.483656996939916,0.00669809211331205,34,0.00669809211331205,0.483342170312169,2.92677581097403
15.285,0.450066335357318,0.450066335357318,0.450066335357318,-0.0282321878919485,33,-0.0282321878919485,0.448411890306909,2.47536185086764
15.286,0.40176614368882,0.40176614368882,0.40176614368882,-0.0708859419820573,34,-0.0708859419820573,0.4057581362168,2.53720852846249
15.287,0.340079001828364,0.340079001828364,0.340079001828364,-0.118395895446102,34,-0.118395895446102,0.358248182752755,2.42923233903639
15.288,0.267202163540482,0.267202163540482,0.267202163540482,-0.167593554644763,35,-0.167593554644763,0.309050523554094,2.25207603091178
15.289,0.186583950513412,0.186583950513412,0.186583950513412,-0.21469305674288,35,-0.21469305674288,0.261951021455977,1.84528234597269
15.29,0.101546494784494,0.101546494784494,0.101546494784494,-0.256791901123223,35,-0.256791901123223,0.219852177075635,1.31444544753501
15.291,0.0157915144122116,0.0157915144122116,0.0157915144122116,-0.29118850127086,35,-0.29118850127086,0.185455576927997,0.925707014489591
15.292,-0.0661593720770693,-0.0661593720770693,-0.0661593720770693,-0.314901687505969,35,-0.314901687505969,0.161742390692888,0.963366548566501
15.293,-0.140116127993826,-0.140116127993826,-0.140116127993826,-0.325878105921532,35,-0.325878105921532,0.150765972277326,1.187749966738
15.294,-0.203132020063638,-0.203132020063638,-0.203132020063638,-0.323718376807038,36,-0.323718376807038,0.15292570139182,1.40480675985768
15.295,-0.252541996897834,-0.252541996897834,-0.252541996897834,-0.308384678279826,36,-0.308384678279826,0.168259399919032,1.10214047248378
15.296,-0.287875963118665,-0.287875963118665,-0.287875963118665,-0.282041708844692,36,-0.282041708844692,0.194602369354165,1.56419139699235
15.297,-0.308870806961674,-0.308870806961674,-0.308870806961674,-0.246628210918763,35,-0.246628210918763,0.230015867280094,2.01222938531186
15.298,-0.316680191193201,-0.316680191193201,-0.316680191193201,-0.205111952966537,34,-0.205111952966537,0.271532125232321,2.21931828839025
15.299,-0.313004467756416,-0.313004467756416,-0.313004467756416,-0.160413838936445,33,-0.160413838936445,0.316230239262413,2.14324215664743
15.3,-0.300355870400769,-0.300355870400769,-0.300355870400769,-0.115682473793509,33,-0.115682473793509,0.360961604405348,1.73050842394921
15.301,-0.281911300390328,-0.281911300390328,-0.281911300390328,-0.0741014090243663,34,-0.0741014090243663,0.402542669174491,1.54774014365504
15.302,-0.261440562166735,-0.261440562166735,-0.261440562166735,-0.0388103889958996,33,-0.0388103889958996,0.437833689202958,1.55360823380552
15.303,-0.241761980246979,-0.241761980246979,-0.241761980246979,-0.0113697292769635,33,-0.0113697292769635,0.465274348921894,1.92171124965865
15.304,-0.225969959848924,-0.225969959848924,-0.225969959848924,0.00669623697648437,33,0.00669623697648437,0.483340315175342,2.52898672376283
15.305,-0.215504096614814,-0.215504096614814,-0.215504096614814,0.0158228528152969,31,0.0158228528152969,0.492466931014154,3.3177027837662
15.306,-0.212637868178631,-0.212637868178631,-0.212637868178631,0.0155245106884205,30,0.0155245106884205,0.492168588887278,3.87866251342507
15.307,-0.217913775803647,-0.217913775803647,-0.217913775803647,0.00714370092572061,31,0.00714370092572061,0.483787779124578,3.70484373767875
15.308,-0.231221233529417,-0.231221233529417,-0.231221233529417,-0.00759249698519398,30,-0.00759249698519398,0.469051581213663,3.7240918305857
15.309,-0.251499518072182,-0.251499518072182,-0.251499518072182,-0.0263522821309195,32,-0.0263522821309195,0.450291796067938,4.0177950507674
15.31,-0.277337767198497,-0.277337767198497,-0.277337767198497,-0.046920074831051,30,-0.046920074831051,0.429724003367806,4.19494344904727
15.311,-0.30692410984921,-0.30692410984921,-0.30692410984921,-0.0671224025155541,30,-0.0671224025155541,0.409521675683303,4.08796640227864
